Price,Rent,Size,Rooms,Type,City,Description,Link
1500.0,400,24.0,,Rent,bydgoszcz,"Wynajmę kawalerkę w bardzo atrakcyjnej lokalizacji - oś. Leśne.
Doskonała komunikacja, mieszkanie znajduje się przy ul. Sułkowskiego.
Lokal składa się kuchni, pokoju i łazienki. Jest nowocześnie urządzone.
w pełni wyposażone- pralka,lodówka, piekarnik.  W pokoju znajduje się 2-u
osobowa kanapa, czego nie widać na zdjęciach.
koszt wynajmu - 1500,-  oraz opłaty dodatkowe -400,-
Kaucja zwrotna-2000,-

WOLNA OD ZARAZ

ZAPRASZAM NA PREZENTACJĘ",https://olx.pl/d/oferta/super-kawalerka-os-lesne-bez-posrednikow-CID3-IDNacOJ.html
2000.0,670,38.0,2.0,Rent,bydgoszcz,"Do wynajęcia w pełni wyposażone mieszkanie 2-pokojowe o powierzchni 38 m2 na II piętrze w bloku na ul. Jarzębinowej (Osiedle Leśne). Idealne dla pary. Mieszkanie o wysokim standardzie, nowocześnie urządzone. Nowe instalacje. Ogrzewanie oraz ciepła woda z miasta. KLIMATYZACJA z funkcją grzania. Energooszczędne oświetlenie LED. Sprzęty o wysokiej klasie energetycznej. Mieszkanie urządzone ergonomicznie, tak żeby jak najlepiej wykorzystać dostępną przestrzeń, z dużą ilością miejsc do przechowywania. 
Kuchnia, połączona z salonem, w pełni umeblowana wyposażona w dużą lodówkę, piekarnik, zmywarkę, płytę gazową oraz składany stół z krzesłami . W salonie znajduje się duży narożnik, stolik kawowy, szafki oraz 50 calowy telewizor Smart 4K. Jasna łazienka z prysznicem, pralką, umywalką i trzema bardzo pojemnymi szafkami. W przedpokoju duża szafa w zabudowie, która pomieści zarówno odzież wierzchnią jak i obuwie. Sypialnia składa się z 2-osobowego łóżka (160x200) i toaletki oraz przestronnej garderoby. 

Wszystkie meble oraz sprzęty widoczne na zdjęciach pozostają w mieszkaniu do dyspozycji wynajmującego.

Koszt wynajmu - 2000 złotych
 + czynsz dla ADM (aktualnie ok. 670 złotych / 3 osoby) - w czynszu zawarte są opłaty administracyjne, ogrzewanie, ciepła i zimna woda, opłata za śmieci
+ prąd i gaz wg zużycia
+ internet i TV od UPC

Możliwość korzystania z podwójnego miejsca postojowego przed blokiem. 

Kaucja w wysokości 3000 zł.

Mieszkanie znajduje się w świetnej spokojnej lokalizacji - blisko park i Myślęcinek, Dworzec PKP Leśne, komunikacja miejska, sklepy, markety. 

Proszę kontaktować się pod wskazanym w ogłoszeniu numerem telefonu.
Zapraszam do oglądania po 20.11.",https://olx.pl/d/oferta/wynajme-mieszkanie-2-pokoje-38-m2-osiedle-lesne-klimatyzacja-CID3-IDSjAcq.html
27900.0,0,,,Rent,bydgoszcz,"Nowe Pawilony Domki Mobilne z płyty warstwowej pierwszego gatunku o grubości 10 cm

[ DOSTĘPNE OD RĘKI ]

Wymiary 6,00 m x 3,00 m Wysokość zewnętrzna 2,70 m na 2,55 m

MOŻLIWOŚĆ WYKONANIA PAWILONU DOMKU POD WYMIAR

Drzwi pełne antracyt 1 szt wymiar 2000 mm x 900 mm
Okna PCV 2 szt wymiar 1000 mm x 1000 mm
instalacja elektryczna lampy LED 2 szt gniazdka 2 szt

MOŻLIWOŚĆ DOPOSAŻENIA PAWILONU

-Okna
-Ścianki działowe
- Toalety
- Instalacja alarmowa , monitoring
- Klimatyzacja z funkcją grzania
- Rolety antywłamaniowe
- Oświetlenie LED
-Elewacja ozdobna kasetony, deska elewacyjna

Cena 27900 zł
Dotyczy pawilonów wymiar 6,00 m x 3,00 m 

Transport na Terenie Całego Kraju 

TEL. 73*******33",https://olx.pl/d/oferta/domek-letniskowy-caloroczny-pawilon-kontener-mieszkalny-CID3-IDTdhfU.html
230000.0,0,29.0,1.0,Buy,bydgoszcz,"Do sprzedaży bezczynszowa, przytulna kawalerka na Bielawach  . Kameralna kamienica (8 mieszkań). Indywidualne rozliczenia kosztów na podstawie zużycia mediów. Do każdego mieszkania przynależne miejsce parkingowe na terenie posesji plus dodatkowo wydzielone miejsce na działce ja terenie posesji.  Zapraszam po szczegóły.",https://olx.pl/d/oferta/bezczynszowa-kawalerka-na-bielawach-CID3-IDXzVKL.html
2500.0,630,60.0,3.0,Rent,bydgoszcz,"Wynajmę nowy i komfortowy 3 pokojowy Apartament o powierzchni 60 m2 wraz z piwnicą w Bydgoszczy, przy ul. Fordońskiej 433..
OFERTA BEZPOŚREDNIA.
Apartament dostępny od listopada.

Mieszkanie znajduje się w doskonałej lokalizacji, nieopodal parku i Wisły, na I piętrze Apartamentowca, oddanego do użytkowania w 2023 roku. W pobliżu znajdują się przystanki , szkoły, przedszkola, Politechnika Bydgoska oraz większe i mniejsze markety.  W skład mieszkania wchodzą: przestronny salon z dużym aneksem kuchennym, przedpokój z indywidualną zabudową meblową, sypialnia oraz łazienka z wygodną wanną i pralką oraz duży, nasłoneczniony balkon. W salonie znajduje się okrągły stół z 4 krzesłami, wygodna, rozkładana sofa, fotel i duża komoda a na niej telewizor 55 cali. Olbrzymi, funkcjonalny aneks kuchenny wyposażony został w nowe sprzęty AGD: lodówka z zamrażarką, płyta grzejna indukcyjna, piekarnik elektryczny, okap kuchenny oraz duża zmywarka (60 cm), Meble zostały wykonane przez stolarza na wymiar. W sypialni znajduje się duże łóżko 160x200 cm z pojemnikiem pod całą jego powierzchnią oraz bardzo pojemna 4-drzwiowa szafa na wymiar. Trzeci pokój jest pusty, do własnej aranżacji (gabinet, pokój dziecka lub pokój gościnny). Do mieszkania przynależy również piwnica. Tuż obok klatki wejściowej znajduje się kilkadziesiąt darmowych miejsc postojowych. Nigdy nie ma problemu z parkowaniem. 
Forma wynajmu: wyłącznie NAJEM OKAZJONALNY lub umowa na firmę.
Kaucja dodatkowo 3000 zł.",https://olx.pl/d/oferta/piekny-apartament-60-m2-3-pok-piwnica-darmowy-parking-bezposrednio-CID3-IDSV5rM.html
975000.0,0,182.0,,Buy,bydgoszcz,"TYLKO U NAS!

Piękny dom wolnostojący w Bydgoszczy - Czyżkówko.

Nieruchomość położona jest na działce o powierzchni 1070 m2, na osiedlu domów jednorodzinnych oddalonego od centrum o ok. 5 km.

Osiedle jest dobrze skomunikowane, łatwy dostęp do komunikacji miejskiej, a dla zmotoryzowanych bezpośredni, szybki dojazd do obwodnicy Bydgoszczy.

Dla najmłodszych place zabaw, szkoły, przedszkola, czy też żłobki.

W pobliżu znajdują się także punkty usługowe i sklepy spożywcze.

Dom został wybudowany na przełomie lat ’90 - 2000, wykonany z bloczków gazobetonowych 24 cm, ocieplony styropianem 12 cm.

Parter: 
Salon z wyjściem na ogród,

Kuchnia połączona z jadalnią,

Kotłownia,

Pralnia,

Pomieszczenie gospodarcze,

Łazienka,

Garaż,

Piętro:

Trzy niezależne sypialnie 14 m2, 10 m2, 10 m2, w tym dwie z wyjściem na indywidualne tarasy.

Łazienka.

Powierzchnia użytkowa: 159.50 m2

Powierzchnia całkowita: 182.60 m2.

Ogród jest zagospodarowany w liczne nasadzenia, co dodaje jeszcze większego uroku budynkowi.

Ogrzewanie piecem dwufunkcyjnym gazowym, wymienionym około 5 lat temu.

Kanalizacja miejska.

Serdecznie zapraszam na prezentację oraz zachęcam do kontaktu!",https://olx.pl/d/oferta/piekny-dom-w-bydgoszczy-osiedle-czyzkowko-CID3-IDVqdee.html
800.0,0,,,Rent,bydgoszcz,"Wynajmę pokój dziewczynie/kobiecie w mieszkaniu, które zamieszkują mlode pracujące osoby i studenci. Mieszkanie znajduje sie na 9 piętrze przy ul. Połczyńskiej. Cena zawiera wszystkie opłaty, z wyjatkiem opłaty za internet (lokatorzy mają we własnym zakresie). Wymagana kaucja zwrotna 800 zl.",https://olx.pl/d/oferta/pokoj-jednoosobowy-na-bartodziejach-w-bydgoszczy-do-wynajecia-CID3-IDS7gwA.html
600.0,0,,,Rent,bydgoszcz,"Wynajmę pokoj w mieszkaniu w kamienicy na 1 pietrze na osiedlu wilczak. Blisko do przystanku Ai T, sklepu spozywczego oraz parku. Opłaty to w przypadku jednej osoby 600zł plus prąd i gaz wg zużycia (dzielony na ilość mieszkańców w mieszkaniu) oraz wywóz śmieci 21zl/os, woda jednorazowo 60zł/mies.
W przypadku dwóch odob oplata czynszowa wynosi 500zl/os.
Mile widziane osoby pracujące oraz niepalące.
Przy podpisaniu umowy koniecznosc wpłaty kaucji wysokości 1000zl/za pokoj.
Wolne od zaraz.",https://olx.pl/d/oferta/pokoj-w-mieszkaniu-na-wynajem-1-pietro-CID3-IDXzWer.html
1700.0,700,40.0,2.0,Rent,bydgoszcz,"Bardzo ładne mieszkanie do wynajęcia, w nowym budownictwie, przy ul. Frydrychowicza w Bydgoszczy.

W pełni umeblowane i wyposażone- lodówka, pralka, zmywarka, piekarnik, płyta.

Duży balkon z widokiem na zieleń.

Klimatyzacja.

Składa się z: pokoju z aneksem kuchennym, sypialni, łazienki razem z wc oraz przedpokoju.

Opłaty: czynsz najmu 1700zł plus czynsz administracyjny około 700zł plus prąd wg licznika.

Istnieje możliwość wynajęcia szerokiego miejsca postojowego w garażu podziemnym, przypisanego do lokalu, w kwocie 250zł miesięcznie.

Zapraszam na prezentację",https://olx.pl/d/oferta/komfortowe-2-pokojowe-mieszkanie-do-wynajecia-fordon-CID3-IDLJJE8.html
1100.0,400,20.0,,Rent,bydgoszcz,"Na wyposażeniu znajduję się:
-pralka
-lodówka
-kuchenka elektryczna 
-kanapa rozkładana
-telewizor
-szafa 3 drzwiowa
-stolik kawowy 
-stół i 2 krzesła 

W pobliżu znajdują się:
-Centrum Handlowe Zielone Arkady (650m/9minut)
-Biedronka (120m/1 minuta)
-Apteka (na przeciwko)
-Carrefour (1,3km)
-Basen (800m/10minut)
-Kaufland (500m/6 minut)
-ZUS (350m/4minuty)
-Stacja paliw ORLEN (200m/2 minuty)

Połączenia komunikacyjne liniami:
-5************** 64, 66************* 89, 99 i liniami nocnymi 31, 32, 36

Koszta miesięczne wynoszą 1100 zł czynsz + 400 zł opłata ryczałtowa ( w tym woda ciepła i zimna, ogrzewanie, prąd, internet, wywóz śmieci). Kaucja zwrotna w wysokości jednej opłaty miesięcznej.
Zainteresowanych proszę o kontakt.",https://olx.pl/d/oferta/kawalerka-na-szwederowie-CID3-IDIhC4r.html
3000.0,598,68.0,3.0,Rent,bydgoszcz,"Super oferta, porządny, zadbany apartament z dwoma tarasami piękne widoki na las i przestrzeń,  dla 1 osoby lub parki. Osielsko/Niemcz Apartament z kominkiem na drewno co daje wyjątkowość tej  nieruchomosci o pow.   68m2 plus 2 tarasy o łącznej  pow. . 32. z komórką lokatorską w nowym budownictwie, przy lesie  ogrodzony teren, miejsce parkingowe na terenie zamkniętym za brama wjazdowa na pilota. 
Klimatyczny budynek, teren ładnie zagospodarowany, mieszkanie z inteligentnym system zarządzania mieszkanie. 

OPIS OFERTY:
Apartament o pow. 68m2., 3 pokoje z 2 tarasami o pow. 32. widok na las i zachody i wschodu słońca.
Komorka lokatorska na poziomie -1.
Miejsce peronowe ma terenie ogrodzonym.

Salon z aneksem kuchennym o pow. 32m2. z tarasem o pow. 26m2. z kompletem wypoczynkowym o pow. narożnik skórzany, stolik, rolety zew., kominek na drewno, duży telewizor w wyspie. GABINET SĄSIADUJĄCY Z SALONEM - stylowe wyjątkowe meble, biurko, regal z polkami, sofka, żaluzje.
SALON Z aneks kuchenny, urządzony wyposażenie: zmywarka, duża lodówka, pochłaniacz pary, kuchenka z piekarnikiem, meble w zabudowie na wymiar, glazura i terakota. 
Wnęki funkcjonalnie zabudowane.
KORYTARZ - szafa w zabudowie i cała przestrzeń ścienna po jednej stronie, wideodomofon.
SYPIALNIA o pow. 14m2. Z TARASEM o pow. 12m2. łóżko duze wygodne z materacem, stylowa  toaletka z siedziskiem. 
POKOJ GOŚCINNY - sofka, szafa w zabudowie KOMANDOR, możliwość powieszenia własnego telewizora, bez biurka. 
DUŻY KORYTARZ - przestronny.
Komorka lokatorska. 

KOSZTY UTRZYMANIA:
Najem za apartament i komórkę lokatorska - 3000zl.
Czynsz do administracji z zaliczkami na ogrzewa je, śmieci, wodę = 598zl.
+ liczniki prądu co 2 miesiące około 100zl. wychodzi na miesiąc. 
Kaucja = 3200zl.

Wskazane osoby jedna lub parka bez zwierząt i bez dzieci. 
Wolne wg ustaleń. 
Zapraszam na prezentacje.",https://olx.pl/d/oferta/niemcz-osielsko-porzadny-apartament-68m2-i-2-tarasy-30m2-3-pok-ogrod-CID3-IDVkbek.html
70000.0,0,5.0,,Buy,bydgoszcz,"Do wynajęcia nowoczesna hala magazynowa klasy A o powierzchni od 5 000 m2 w Bydgoszczy. Obiekt znajduje się w pobliżu drogi krajowej nr 80 oraz z dobrym połączeniem z Toruniem.  Nieruchomość jest doskonale skomunikowana z głównymi ulicami miasta oraz z drogami krajowymi, które zapewniają dobry dojazd do A1.

Istnieje możliwość wynajęcia powierzchni magazynowej wraz z powierzchnią biurowo-socjalną według potrzeb Najemcy.  

Warunki techniczne: 
•	Doki i bramy z poziomu 0
•	Siatka słupów: 12m x 22,5m
•	Wysokość netto: 10m
•	Świetliki i klapy dymowe
•	Posadzka bezpyłowa
•	System tryskaczy 
•	Ogrzewanie gazowe
•	Oświetlenie LED
•	Parking

Zapraszam do kontaktu! 

Poszukują Państwo magazynu o innych parametrach lub w innej lokalizacji? Z chęcią pomogę znaleźć powierzchnię odpowiadającą Państwa potrzebom.",https://olx.pl/d/oferta/magazyn-do-wynajecia-o-pow-od-5-000-m2-kujawsko-pomorskie-bydgoszcz-CID3-IDVxRUm.html
850.0,0,,,Rent,bydgoszcz,Do wynajęcia duże pokoje w mieszkaniu studenckim. Mieszkanie znajduje się w pobliżu kilku uczelni i posiada niezbędne media. Cena 850 zł ze wszystkimi opłatami. Kaucja w wysokości miesięcznego czynszu. 60*******93,https://olx.pl/d/oferta/pokoje-dla-studentow-cena-ze-wszystkimi-oplatami-CID3-IDV75XV.html
2500.0,500,40.0,2.0,Rent,bydgoszcz,"Do wynajęcia mieszkanie 2-pokojowe (M-3), z balkonem na zamkniętym osiedlu INDUSTRIA przy ul. Pomorskiej w Bydgoszczy, piętro 3/5.
Mieszkanie oddane do użytku w 2023 roku.
Mieszkanie nowe, wynajmowane po raz pierwszy.
Wyposażenie w meble i sprzęt nowe, jeszcze nie używane. 

Wynajem bezpośrednio od właściciela w formie NAJMU OKAZJONALNEGO.

Łączna powierzchnia mieszkalna  (39,64 m2): 
• pokój dzienny z aneksem kuchennym (20,69 m2): sofa 3-osobowa, fotel, podnóżek, szafka RTV, telewizor, stół jadalny rozkładany, stoliki kawowe, meble kuchenne z AGD BEKO: lodówka w zabudowie nofrost, zmywarka, płyta indukcyjna z piekarnikiem, okap kuchenny z odprowadzeniem do kanału wentylacyjnego,
• sypialnia (10,35 m2): łóżko o wym. 140x200 cm z dwoma szafkami nocnymi, szafa typu Komandor, 
• łazienka (3,55 m2): kabina prysznicowa 80 x 100 cm, umywalka, WC, pralka, wylewki GROHE,
• przedpokój 5,05 m2: szafa typu Komandor z pawlaczem na odzież, buty,
• balkon 5,95 m2,.

Okna wyposażone w roletki jasnoszare (salon) i ciemnoszare (sypialnia).

UDOGODNIENIA
• winda,
• możliwość wynajęcia miejsca postojowego na jeden samochód w hali garażowej podziemnej do własnego użytku, 
• połączenia komunikacyjne (linie autobusowe i tramwajowe w pobliżu), 
• blisko Lidl, Biedronka, przedszkole, centrum

CENA
Miesięczna opłata najmu wynosi 2.500 zł, dodatkowo czynsz ok 400 zł oraz media.
Możliwość wynajęcia miejsca postojowego na jeden samochód w hali garażowej podziemnej w cenie 250 zł miesięcznie.
Kaucja w kwocie 2.500 zł płatna po podpisaniu umowy, zwrotna po upływie okresu najmu.

KOGO SZUKAM
Mieszkanie przewidziane dla 1-osoby lub 2-osób, niepalących, bez zwierząt. 

Serdecznie zapraszam do obejrzenia mieszkania :)",https://olx.pl/d/oferta/wynajme-nowe-m3-40m2-umeblowane-industria-garaz-CID3-IDVTG0j.html
750.0,0,,,Rent,bydgoszcz,"Mam na wynajem mieszkanie vis a vis budynku uczelnianego CM UMK

Przy szpitalu Jurasza, biochemii, histologii, fizjolgiii, biolomolo, csm i innych idealne dla studentów

Dobrze skomunikowane, wszędzie blisko, 5 min do centrum tramwajem

Posiadam również w budynku duży garaż samodzielny na pilota, szlaban na osiedle można otwierać smartfonem

Mieszkanie posiada 5 niezależnych pokoi o rożnym metrażu około 13m2, dwa z nich posiadają balkony i dużą 10m2 ogólnodostępną garderobę 

Poza łazienką z wanną i bidetem jest osobne pomieszczenie z prysznicem

Mieszkanie jest odświeżone, wyposażone w nową kuchnie, meble, łóżka, pierwszy najemca po remoncie, pełna prywatność 

Zapraszam do dzwonienia i pisania o szczegóły do mnie 66*******36 lub do taty 66*******02 

Pokoje dostępne od zaraz, umowa optymalnie na rok albo więcej, kaucja zwrotna 1000 zł 

Cena 750-950 w zależności od pokoju plus opłaty administracyjne i media przy normalnym zużyciu +- 300-350zł",https://olx.pl/d/oferta/pokoj-vis-a-vis-cm-umk-ul-karlowicza-22-5-min-centrum-CID3-IDVpL2n.html
3634.65,0,118.0,,Rent,bydgoszcz,"Wynajem bezpośrednio od Właściciela

Do wynajęcia powierzchnia biurowa o powierzchni użytkowej 118,20 m2 bez możliwości wynajmu pojedynczych pomieszczeń po generalnym remoncie, znajdująca się na II piętrze budynku biurowego z samodzielnym wejściem z klatki schodowej, co pozwala na swobodne korzystanie z wynajętej przestrzeni składającej się z :

1. pomieszczenia biurowe o powierzchni: 
•	23,60 m2
•	26,40 m2
•	28,70 m2
2. pomieszczenie socjalne 10,50 m2
3. korytarz 20,00 m2
4. wc 9,00 m2

Budynek z lokalami użytkowymi o charakterze biurowym przy ul. Łużyckiej 32 w centrum Bydgoszczy, 

Bardzo dobra lokalizacja. Do biur przygotowaliśmy dwa miejsca na parkingu, na który prowadzi brama na pilota, oraz ogólnodostępne miejsca przed budynkiem.
Posiadamy również salkę konferencyjną o powierzchni 45 m2, z której można korzystać w przypadku spotkań lub szkoleń za zgodą zarządcy.

Parametry techniczne: budynek 2-kondygnacyjny, podpiwniczony,
Instalacja CO (miejska), elektryczna, wodno-kanalizacyjna, domofon, system monitoringu w budynku jak i na zewnątrz.

Opłaty
Czynsz najmu pomieszczeń biurowych 25,00 zł netto / m2, dodatkowe opłaty z tytułu energii (na podstawie odczytu z licznika), wody (ryczałt), ogrzewanie (odczyt z podzielników zamontowanych na grzejnikach).

Serdecznie zapraszam na prezentacje.
Kontakt telefoniczny 69*******86
Dostępność: od zaraz.",https://olx.pl/d/oferta/powierzchnia-biurowa-118-m2-z-parkingiem-CID3-IDVsahX.html
1600.0,0,,,Rent,bydgoszcz,"English version - scroll down

Mieszkanie 56 m.kw na I piętrze dla 2-3 osób gotowe do zamieszkania 
Jasne wnętrza - okna są z trzech stron budynku.
Spokojna okolica dla osób ceniących ciszę i dostęp do ogrodu.
Bardzo dogodna lokalizacja. W najbliższej okolicy markety Lidl, Castorama, punkty Żabki, paczkomat, przystanek autobusowy 300 m (kierunek Centrum - Błonie), Stary Rynek 2,2 km, dworzec PKP Bydgoszcz Główna 3 km.

Mieszkanie jest bardzo ciepłe, okna PCV z roletami, pokoje są zamykane i umeblowane, w każdym pokoju TV:
- pokój 24 m2,
- pokój 18,5 m2
- kuchnia z wyposażeniem: płyta gazowa, piekarnik elektryczny, kuchenka mikrofalowa, czajnik, wyposażenie kuchenne i AGD (garnki, naczynia, sztućce, przybory kuchenne), pralka,  
- łazienka (WC i prysznic).

Dodatkowe meble i wyposażenie - do uzgodnienia.

Na terenie posesji:
- suszarnia (wspólna),
- ogród (brama zamykana)
- domofon,
- monitoring wizyjny.

Czynsz od 1600 zł plus opłaty (administracyjne i ogrzewanie) - 350 zł 
oraz śmieci, prąd i woda - wg liczników.

Wynajem bez pośredników.
Kaucja 2000 zł + wymagane ubezpieczenie OC w najmie.

English version

Apartment of 56 sq m on the first floor for 2-3 people, partially furnished, ready to move in (other furniture and equipment to be agreed).
Bright interiors - windows are on three sides of the building.
A quiet neighborhood for people who value silence and access to the garden.

Very convenient location. In the immediate vicinity, Lidl and Castorama supermarkets, Żabki points, parcel locker, bus stop 300 m (direction Center - Błonie), Old Market Square 2.2 km, Bydgoszcz Główna railway station 3 km.
An ideal solution for people waiting to receive their own apartment or complete the construction of a house.

In the apartment:
- room 24 m2: lockable, wardrobe, double bed, chests of drawers, chairs (table - as needed), TV set, window blinds, windows on both sides,
- room 18.5 m2: lockable, wardrobe, single bed, chests of drawers, table, 2 chairs, desk, radio, TV set, window blinds,
- kitchen with equipment: gas hob, electric oven, microwave oven, kettle, kitchen equipment and household appliances (pots, dishes, cutlery, kitchen utensils), washing machine, fridge - as needed,
- bathroom (toilet and shower).

Additional furniture and equipment as well as internet access - to be agreed.

On the property:
- drying room (shared),
- access to the garden,
- entry phone,
- video monitoring.

Rent from PLN 1,600
and fees (administrative and heating) - PLN 350
and garbage, electricity and water - according to meters.

Rental without intermediaries.
Deposit PLN 2,000 + third party liability insurance required in the rental.

English version

Apartment of 56 sq m on the first floor for 2-3 people, partially furnished, ready to move in (other furniture and equipment to be agreed).
Bright interiors - windows are on three sides of the building.
A quiet neighborhood for people who value silence and access to the garden.

Very convenient location. In the immediate vicinity, Lidl and Castorama supermarkets, Żabki points, parcel locker, bus stop 300 m (direction Center - Błonie), Old Market Square 2.2 km, Bydgoszcz Główna railway station 3 km.
An ideal solution for people waiting to receive their own apartment or complete the construction of a house.

In the apartment:
- room 24 m2: lockable, wardrobe, double bed, chests of drawers, chairs (table - as needed), TV set, window blinds, windows on both sides,
- room 18.5 m2: lockable, wardrobe, single bed, chests of drawers, table, 2 chairs, desk, radio, TV set, window blinds,
- kitchen with equipment: gas hob, electric oven, microwave oven, kettle, kitchen equipment and household appliances (pots, dishes, cutlery, kitchen utensils), washing machine, fridge - as needed,
- bathroom (toilet and shower).

Additional furniture and equipment as well as internet access - to be agreed.

On the property:
- drying room (shared),
- access to the garden,
- entry phone,
- video monitoring.

Rent from PLN 1,600
and fees (administrative and heating) - PLN 350
and garbage, electricity and water - according to meters.

Rental without intermediaries.
Deposit PLN 2,000 + third party liability insurance required in the rental.",https://olx.pl/d/oferta/ciche-mieszkanie-56-m2-2-pokoje-gorzyskowo-z-ogrodem-i-parkingiem-CID3-IDVkMe7.html
25.0,0,150.0,,Rent,bydgoszcz,"Powierzchnia magazynowa ,a poziomie 0  w biurowcu; zaplecze socjalne; parking; 
od 50m2 do 150 m2",https://olx.pl/d/oferta/powierzchnia-magazynowa-w-kompleksie-biurowym-CID3-IDVA7rm.html
397000.0,0,45.0,2.0,Buy,bydgoszcz,"Pośrednikom dziękuję. 

Sprzedam mieszkanie 2-pokojowe o powierzchni 45.89 mkw. w Bydgoszczy położone przy skrzyżowaniu ul. Kujawskiej z Sierocą i Chołoniewskiego) między rondem Bernardyńskim, a Kujawskim. 

Tylko 900m pieszo od Rynku głównego! 

Blok z okolic 2008r, nowe ciepłe budownictwo. 

Rozkład: 

- Salon 17.75m (możliwość zainstalowania aneksu kuchennego w miejsce szafy / zabudowy). 
- sypialnia 13.24m. 
- łazienka z WC 2.67m 
- korytarz 6.52m. 
- kuchnia 5.71m, ciemna z możliwościa przeniesienia do salonu w formie aneksu (instalacje sa już w ścianach). W miejscu obecnej kuchni można zrobić druga łazienkę lub garderobę. Mi osobiście odpowiadało posiadanie osobnej kuchni). Przykładowe rozwiazanie z anekse załaczam na ostatnich zdjęciach. 
- duży i funkcjonalny taras 19.88m. 

Dobry widok z okien/ tarasu, otwarta przestrzeń oraz brak bezpośredniej zabudowy przysłaniajacej światło itp. 

Cechy:  

- 900m pieszo od Rynku 
- 300m do galerii Zielone Arkady 
- 200m do przystanków tranwajowych i autobusowych 
- wysoki parter, okna około 3m od poziomu drogi, czyli tyle co 1 piętro. 
- osiedle ogrodzone, 2 zamknięte parkingi, ogólnodostępne i darmowe dla mieszkańców 
- profesjonalna instalacja alarmowa w mieszkaniu 
- ciepłe i ciche w nowoczesnym budownictwie.
- nie wymaga generalnego remontu, można rozważyć odświeżenie 
- możliwość stworzenia dodatkowej garderoby lub drugiej łazienki, 
- idealne dla rodziny lub pod wynajem (2 niezależne pokoje + osobna kuchnia). 

Zapraszam do kontaktu. 

Pośrednikom dziękuję.",https://olx.pl/d/oferta/46m-20m-taras-900m-od-starego-rynku-blok-z-2008r-bezposrednio-CID3-IDXqjCC.html
799000.0,0,71.0,4.0,Buy,bydgoszcz,"Nowe czteropokojowe mieszkanie (71,85 m²) na I piętrze budynku z windą z 2022 roku w centrum Bydgoszczy.

ZAKUP W KREDYCIE BEZPIECZNYM 2%.
Zakup bez podatku PCC 2%.

Lokal mieszkalny wykończony ""pod klucz"" wraz ze sprzętem AGD marki Samsung i Electrolux oraz meblami. Całość wykończona wysokiej jakości materiałami. Meble kuchenne z lakierowanymi frontami oraz szufladami na systemach Blum. Zabudowy w przedpokoju wykonane przez firmę stolarską. W łazience umieszczona została wanna, której uroku dodaje armatura podtynkowa w kolorze złota marki Omnires. Wszystkie elementy wykończenia i wyposażenia przemyślane, tworzą spójną i przyjazną przestrzeń do życia dla pary lub rodziny z dziećmi. W mieszkaniu zostały zamontowane drzwi bezprzylgowe z magnetycznymi klamkami oraz winylowe listwy podłogowe.

Doświetlony naturalnym światłem pokój dzienny z aneksem kuchennym z wyjściem na dużą loggię wyłożoną terakotą. Za oknem wyjątkowo dużo zieleni. Balkon posiada własne oświetlenie oraz zewnętrzne gniazdko elektryczne. Mieszkanie posiada trzy sypialnie, przestronny przedpokój, łazienkę oraz WC z pralnią.

Lokalizacja to dostęp do pełnej infrastruktury miejskiej. Do dyspozycji mieszkańców pozostają: market, przystanki autobusowe, tramwajowe. Wyspa Młyńska, Multikino, Opera Nova - wszystko w odległości 10-15 minut pieszo. Przystanek autobusowy i tramwajowy znajduje się w odległości 400 m.

STANDARD:
Podłogi - panele AC 5 12 mm, gres;
Ściany - gładź gipsowa;
Parapety - konglomerat;
Okna - PCV trzyszybowe; rolety zewnętrzne elektrycznie.

OPIS BUDYNKU:
Nowoczesny pięciopiętrowy blok mieszkalny z cichobieżną windą z 2022 roku z obligatoryjnym miejscem parkingowym w hali garażowej.

INFORMACJE DODATKOWE:
Komfortowe dla kierowców miejsce parkingowe w hali garażowej - cena: 44 tysiące złotych.
Brak możliwości zakupu komórki lokatorskiej.

Zabezpieczenia: wideodomofon;
Ogrzewanie: miejskie - KPEC;
Wysokość czynszu: ok. 600 złotych miesięcznie;
Wystawa okien: południe.

Powyższy opis sporządzany jest na podstawie oględzin nieruchomości oraz informacji uzyskanych od właściciela. Podlega aktualizacji i nie stanowi oferty handlowej w rozumieniu art. 66 §1 Kodeksu Cywilnego.m",https://olx.pl/d/oferta/nowe-4-pokoje-w-centrum-miasta-bez-pcc-CID3-IDWi27D.html
2200.0,550,54.0,2.0,Rent,bydgoszcz,"Mieszkanie 2 pokojowe 54m² na wynajem w pełni wyposażone przy ul. Ogrody 19D. W kuchni znajduje sie lodówka z zamrażarką, piekarnik, kuchenka gazowa, czajnik, naczynia i sztućce. W łazience jest prysznic, pralka i szafki na kosmetyki. Osobno toaleta z umywalką. W przedpokoju znajduje się duża szafa oraz szafka na buty. W pokojach nowe meble. Duży pokój - 20m² z balkonem. Mały pokój - 8,5m². Do wynajmu należy doliczyć koszty eksploatacji w kwocie ok.650zł. W mieszkaniu znajdują się dodatkowo deska do prasowania, żelazko, suszarka do ubrań, odkurzacz. Umowa do 30 czerwca z możliwością przedłużenia. Mieszanie jest dobrze skomunikowane, w pobliżu jest piekarnia, sklepy spożywcze. Kaucja 3000zł. Zapraszam do kontaktu pod nr tel. 88*******79",https://olx.pl/d/oferta/wynajem-mieszkania-2-pokojowego-CID3-IDX7Pnc.html
